pr_title,text,url,comment_index,commit_count_since_comment,total_comments,total_commits,comment_count_since_comment,created_at,closed_at,state,changefile,addline,deleteline,fileChanges
feat: enable oauth2 token exchange,"I'm checking the [story for this](https://www.chromatic.com/test?appId=624de63c6aacee003aa84340&id=65a6d218d8ad858d95e67357), and it does feel a little weird to me to be stuffing an alert element inside a table

I do get the point of only rendering the fallback text if there is no error, but I wonder if it might be better to update the rendering condition above, too:

```tsx
// Above the table
{error && <ErrorAlert error={error} />}

// Inside the table
<TableBody>
  {isLoading && <TableLoader />}
  {/**
   * Decouple mapping from any booleans to make sure state doesn't get
   * unloaded in weird edge cases
  */}
  {apps?.map((app) => <OAuth2AppRow key={app.id} app={app} />)}
  {app?.length === 0 && (
    <TableRow>
      <TableCell colSpan={999}>
        <div css={{ textAlign: ""center"" }}>
          No OAuth2 applications have been configured.
         </div>
      </TableCell>
    </TableRow>
  )}
</TableBody>
```
Here's [an article on error-handling strategies in React Query](https://tkdodo.eu/blog/react-query-error-handling) I use all the time. My main concern is that if there is an error (even during a minor background refetch), the UI immediately hides the fact that we have no applications",https://github.com/coder/coder/pull/11609#discussion_r1455741535,3,1,24,1,21,2024-01-13T03:21:44Z,2024-02-05T00:04:38Z,CLOSED,3.0,9.0,11.0,"MODIFIED:enterprise/coderd/oauth2.go
MODIFIED:site/src/pages/DeploySettingsPage/Sidebar.tsx
MODIFIED:site/src/pages/UserSettingsPage/Sidebar.tsx"
React 19 compatible usage of defaultProps,"this causes visual regression https://www.chromatic.com/test?appId=63da8268a0da9970db6992aa&id=664cfc9eadd585053f5b885c

Since props are read from the React component before the component is actually called, these won't be set correctly",https://github.com/recharts/recharts/pull/4561#discussion_r1608891107,1,1,4,1,3,2024-05-21T14:14:07Z,2024-06-03T18:00:39Z,CLOSED,11.0,354.0,266.0,"MODIFIED:src/cartesian/ErrorBar.tsx
MODIFIED:src/cartesian/ReferenceArea.tsx
MODIFIED:src/cartesian/ReferenceDot.tsx
MODIFIED:src/cartesian/ReferenceLine.tsx
MODIFIED:src/cartesian/XAxis.tsx
MODIFIED:src/cartesian/YAxis.tsx
MODIFIED:src/cartesian/ZAxis.tsx
MODIFIED:src/chart/generateCategoricalChart.tsx
MODIFIED:src/polar/Pie.tsx
MODIFIED:test/chart/generateCategoricalChart.spec.tsx
MODIFIED:test/polar/Pie.spec.tsx"
Listbox padding,"There are also some suspicious Chromatic diffs. For example, the [Search field seems squished](https://www.chromatic.com/test?appId=60e89457a987cf003efc0a5b&id=66ba7d027a3c4e929521ac2c) and the [No items found item seems taller](https://www.chromatic.com/test?appId=60e89457a987cf003efc0a5b&id=66ba7d027a3c4e929521ac1a)",https://github.com/ni/nimble/pull/2341#discussion_r1717040579,4,1,6,8,2,2024-08-09T20:39:13Z,2024-08-15T19:21:16Z,CLOSED,9.0,77.0,34.0,"ADDED:change/@ni-nimble-components-0548119c-1705-4f5d-84e4-12189f61da41.json
MODIFIED:packages/nimble-components/src/combobox/index.ts
MODIFIED:packages/nimble-components/src/combobox/template.ts
MODIFIED:packages/nimble-components/src/combobox/tests/combobox.spec.ts
MODIFIED:packages/nimble-components/src/patterns/dropdown/styles.ts
MODIFIED:packages/nimble-components/src/rich-text/mention-listbox/index.ts
MODIFIED:packages/nimble-components/src/rich-text/mention-listbox/template.ts
MODIFIED:packages/nimble-components/src/rich-text/mention-listbox/tests/mention-listbox.spec.ts
MODIFIED:packages/nimble-components/src/select/tests/select.spec.ts"
Improve button,"Нужно убрать красную рамку с кнопок
https://www.chromatic.com/test?appId=66d8a5729514fceeb70138da&id=66d8c517ab39dc0b8d9f9ec6",https://github.com/4A2RfF5Q5x/learnstorybook-design-system/pull/2#issuecomment-2329949783,1,0,1,2,0,2024-09-04T20:37:41Z,2024-09-04T20:43:00Z,CLOSED,1.0,5.0,2.0,MODIFIED:src/Button/Button.jsx
feat: Add support for 'disabled' prop to the DatePicker component,"Thanks for the change @jchunky. It looks like we've introduced a bug with this change in the DateRange component. You can see in this [story](https://5f60c6c285eaad0022dce67f-rgfkrkoezn.chromatic.com/?path=/story/components-daterange--disabled) that the component is no longer disabled.

And here is the [before and after](https://www.chromatic.com/test?appId=5f60c6c285eaad0022dce67f&id=670588345f42766d0f8830b2).",https://github.com/nulogy/design-system/pull/1447#issuecomment-2402654032,1,0,3,1,2,2024-10-08T19:04:34Z,2024-10-09T21:31:11Z,CLOSED,3.0,18.0,0.0,"MODIFIED:src/DatePicker/DatePicker.story.tsx
MODIFIED:src/DatePicker/DatePicker.tsx
MODIFIED:src/DatePicker/DatePickerInput.tsx"
feat(input): Add component tokens,"This removes the custom resize affordance - which matches the more recent Text Area. Expected Chromatic difference: https://www.chromatic.com/test?appId=6266d45509d7eb004aa254fb&id=673507a0324df25594047bb2

cc @ashetland @SkyeSeitz ",https://github.com/Esri/calcite-design-system/pull/10724#discussion_r1841150927,1,0,4,5,3,2024-11-13T19:33:01Z,2024-11-20T21:35:40Z,CLOSED,8.0,517.0,194.0,"MODIFIED:packages/calcite-components/.stylelintrc.cjs
MODIFIED:packages/calcite-components/src/components.d.ts
MODIFIED:packages/calcite-components/src/components/input/input.e2e.ts
MODIFIED:packages/calcite-components/src/components/input/input.scss
MODIFIED:packages/calcite-components/src/components/input/input.tsx
MODIFIED:packages/calcite-components/src/components/input/resources.ts
MODIFIED:packages/calcite-components/src/custom-theme/input.ts
MODIFIED:packages/calcite-components/src/demos/input.html"
feat(site): display user status history as an indication of license usage,"### Considerations for Chart Design (Based on Storybook Stories)

#### [GeneralSettingsPageView: Many Users](https://www.chromatic.com/test?appId=624de63c6aacee003aa84340&id=6777b0f965133e08a2bdd563)
<img width=""1216"" alt=""Screenshot 2025-01-03 at 08 52 09"" src=""https://github.com/user-attachments/assets/801d0f73-1d8e-4d60-b816-11a26eded322"" />

1. **Color Representation**:
   It’s unclear what each color represents in the chart. Consider adding a legend or including the color associations in the tooltip next to the corresponding labels.

#### [ActiveUserChart: Multiple Series](https://www.chromatic.com/test?appId=624de63c6aacee003aa84340&id=6777b0f965133e08a2bdd7da)
<img width=""1201"" alt=""Screenshot 2025-01-03 at 08 53 34"" src=""https://github.com/user-attachments/assets/00afaadc-36a7-420f-b1ab-d4fe79f1696b"" />

1. **Red Line Meaning**:
   What does the red line represent in this chart? If it’s significant, this should be clarified visually or through the tooltip.

2. **""Active User Limit"" Line**:
   The purpose of this line is unclear. Should users be concerned about this limit? If yes, how should they interpret or act on it?
   cc: @matifali @bpmct

#### [GeneralSettingsPageView: Total Users Exceeds License But Not Active Users](https://www.chromatic.com/test?appId=624de63c6aacee003aa84340&id=6777b0f965133e08a2bdd562)
<img width=""1178"" alt=""Screenshot 2025-01-03 at 08 52 32"" src=""https://github.com/user-attachments/assets/81079ee6-b113-4530-9131-7b14582e52f8"" />

1. **Contrast Issue**:
   The ""Active User Limit"" line lacks sufficient contrast and becomes hard to distinguish against the other lines, particularly for users with visual impairments.

---

In [#15297](https://github.com/coder/coder/issues/15297#issuecomment-2464895490), we discussed how this chart should ideally look. Over time and through various iterations, the original vision may have been lost. I still believe that aligning the design closer to the initial proposal would enhance its clarity and professionalism.

Achieving this may require installing the [shadcn Chart component](https://ui.shadcn.com/docs/components/chart) manually and addressing potential integration issues.

@SasSwart, I understand this might extend beyond your typical scope, so I’m happy to take care of it for you if you’d prefer. However, if you’d like to explore this yourself, I’d be more than happy to guide you through the process. Additionally, we can create a separate issue to address these enhancements once this PR is merged. Let me know how you’d like to proceed! 😊
",https://github.com/coder/coder/pull/16020#issuecomment-2569139239,6,0,6,23,0,2025-01-03T08:38:45Z,2025-01-13T14:42:49Z,CLOSED,34.0,1786.0,149.0,"MODIFIED:Makefile
MODIFIED:coderd/apidoc/docs.go
MODIFIED:coderd/apidoc/swagger.json
MODIFIED:coderd/coderd.go
MODIFIED:coderd/database/dbauthz/dbauthz.go
MODIFIED:coderd/database/dbauthz/dbauthz_test.go
MODIFIED:coderd/database/dbmem/dbmem.go
MODIFIED:coderd/database/dbmetrics/querymetrics.go
MODIFIED:coderd/database/dbmock/dbmock.go
MODIFIED:coderd/database/dump.sql
MODIFIED:coderd/database/foreign_key_constraint.go
ADDED:coderd/database/migrations/000282_user_status_changes.down.sql
ADDED:coderd/database/migrations/000282_user_status_changes.up.sql
ADDED:coderd/database/migrations/testdata/fixtures/000282_user_status_changes.up.sql
MODIFIED:coderd/database/models.go
MODIFIED:coderd/database/querier.go
MODIFIED:coderd/database/querier_test.go
MODIFIED:coderd/database/queries.sql.go
MODIFIED:coderd/database/queries/insights.sql
MODIFIED:coderd/database/unique_constraint.go
MODIFIED:coderd/insights.go
MODIFIED:codersdk/insights.go
MODIFIED:docs/reference/api/insights.md
MODIFIED:docs/reference/api/schemas.md
MODIFIED:site/src/api/api.ts
MODIFIED:site/src/api/queries/insights.ts
MODIFIED:site/src/api/queries/users.ts
MODIFIED:site/src/api/typesGenerated.ts
MODIFIED:site/src/components/ActiveUserChart/ActiveUserChart.stories.tsx
MODIFIED:site/src/components/ActiveUserChart/ActiveUserChart.tsx
MODIFIED:site/src/pages/DeploymentSettingsPage/GeneralSettingsPage/GeneralSettingsPage.tsx
MODIFIED:site/src/pages/DeploymentSettingsPage/GeneralSettingsPage/GeneralSettingsPageView.stories.tsx
MODIFIED:site/src/pages/DeploymentSettingsPage/GeneralSettingsPage/GeneralSettingsPageView.tsx
MODIFIED:site/src/pages/TemplatePage/TemplateInsightsPage/TemplateInsightsPage.tsx"
Vue3 ( fix ) implement reactive args + fix many vue app creation issue ,"[The Chromatic tests](https://www.chromatic.com/test?appId=630513346a8e284ae244d415&id=63cda8c7ca2f3db4f73babaf) shows that force re-rendering doesn't work anymore. The story focuses the button, emits a ""force re-render"" event and expects the button to loose focus, but it doesn't.

I wonder if that is a bug in this code here. I _think_ that it could be fixed if you unmounted the `storybookApp` from the `map` instead of from the parameter. So something like this (untested):
```suggestion
function teardown(
  canvasElement: VueRenderer['canvasElement']
) {
  if(!map.has(canvasElement)){
    return;
  }
  const { vueApp } = map.get(canvasElement);
  vueApp.unmount();
  map.delete(canvasElement);
}
```",https://github.com/storybookjs/storybook/pull/20712#discussion_r1083565846,6,1,16,23,10,2023-01-20T11:33:06Z,2023-01-23T20:11:08Z,MERGED,4.0,152.0,21.0,"MODIFIED:code/lib/store/template/stories/rendering.stories.ts
MODIFIED:code/renderers/vue3/src/render.ts
ADDED:code/renderers/vue3/template/stories/ReactiveArgs.stories.js
ADDED:code/renderers/vue3/template/stories/ReactiveArgs.vue"
Vue3 ( fix ) implement reactive args + fix many vue app creation issue ,"> [The Chromatic tests](https://www.chromatic.com/test?appId=630513346a8e284ae244d415&id=63cda8c7ca2f3db4f73babaf) shows that force re-rendering doesn't work anymore. The story focuses the button, emits a ""force re-render"" event and expects the button to loose focus, but it doesn't.

>
> I wonder if that is a bug in this code here. I _think_ that it could be fixed if you unmounted the `storybookApp` from the `map` instead of from the parameter. So something like this (untested):

I don't think that is the issue, cause that is the exact reference I'm passing can't fail should be removed.

i think  that the forceReRender is not called
",https://github.com/storybookjs/storybook/pull/20712#discussion_r1083724374,10,1,16,23,6,2023-01-20T11:33:06Z,2023-01-23T20:11:08Z,MERGED,4.0,152.0,21.0,"MODIFIED:code/lib/store/template/stories/rendering.stories.ts
MODIFIED:code/renderers/vue3/src/render.ts
ADDED:code/renderers/vue3/template/stories/ReactiveArgs.stories.js
ADDED:code/renderers/vue3/template/stories/ReactiveArgs.vue"
Table virtualization,Can you tell what's up with the [chromatic diff](https://www.chromatic.com/test?appId=60e89457a987cf003efc0a5b&id=63c751a7ecb4314e27172acb)? Looks like non-visible changes to the DOM structure which would presumably make sense. But the contents of the DOM (the HTML code at the bottom of the page) look cut off so I can't tell if the diff is real or just a Chromatic bug.,https://github.com/ni/nimble/pull/966#discussion_r1074023214,7,15,76,26,69,2023-01-14T01:40:52Z,2023-01-27T20:41:34Z,MERGED,14.0,314.0,30.0,"MODIFIED:angular-workspace/projects/example-client-app/src/app/app.module.ts
MODIFIED:angular-workspace/projects/example-client-app/src/app/customapp/customapp.component.scss
ADDED:change/@ni-nimble-components-15e8f878-a870-4090-8bf6-7c45c65195ba.json
MODIFIED:package-lock.json
MODIFIED:packages/nimble-components/package.json
MODIFIED:packages/nimble-components/src/table/index.ts
ADDED:packages/nimble-components/src/table/models/virtualizer.ts
MODIFIED:packages/nimble-components/src/table/specs/README.md
MODIFIED:packages/nimble-components/src/table/styles.ts
MODIFIED:packages/nimble-components/src/table/template.ts
MODIFIED:packages/nimble-components/src/table/tests/table.pageobject.ts
MODIFIED:packages/nimble-components/src/table/tests/table.spec.ts
MODIFIED:packages/nimble-components/src/table/tests/table.stories.ts
MODIFIED:packages/nimble-components/src/table/tests/types.ts"
Letters shouldn't have quote marks,"> Just a question from a code-blind: this does not interfere with editorial ability to set Quote headline on any card via frontstool?
>
> <img alt=""image"" width=""390"" src=""https://user-images.githubusercontent.com/6032869/212431301-e13f634c-eea2-4387-8b01-f5cd31aa6f80.png"">
>
> I’m sure it doesn’t just wanted to double-check.

That's a good point! It doesn't but added [a test](https://github.com/guardian/dotcom-rendering/pull/6954/commits/d0af0eb3b01101bcc373e0ae267de4e432dc488f) to make sure we keep this behaviour. Thanks!

https://www.chromatic.com/test?appId=637e40d1bc73bf3f604394b9&id=63c525f8f05ddf7bc90f4091",https://github.com/guardian/dotcom-rendering/pull/6954#issuecomment-1383873154,2,0,4,5,2,2023-01-13T13:22:48Z,2023-01-18T09:42:19Z,MERGED,4.0,56.0,13.0,"MODIFIED:dotcom-rendering/src/web/components/Card/Card.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/Card/Card.tsx
MODIFIED:dotcom-rendering/src/web/components/Carousel.importable.tsx
MODIFIED:dotcom-rendering/src/web/components/FrontCard.tsx"
Allow Heading size prop to be unset,"Ok, the `<Heading />` component usage has been updated so that any `size` props are explicitly specified as `h2` now, instead of silently being set. So this means that the chromatic build shows no diffs, even when this ""fixes"" the unexpected setting of `h2` in the underlying component.

We can now spin out a full issue to review all the `<Heading />` components to see if the styling we had before is what we want. This original visual diff might be helpful to find candidates for fixing the `<Heading />`'s  `size` prop:
https://www.chromatic.com/test?appId=61e099a1bb1465003a73d3ce&id=63efaa4993ad88891aea18bd",https://github.com/GCTC-NTGC/gc-digital-talent/pull/5740#issuecomment-1440357711,7,1,11,6,4,2023-02-17T15:07:24Z,2023-03-13T17:42:05Z,MERGED,9.0,11.0,4.0,"MODIFIED:apps/web/src/components/Hero/Hero.tsx
MODIFIED:apps/web/src/components/PageHeader/PageTitle.tsx
MODIFIED:apps/web/src/pages/Errors/ErrorPage/ErrorPage.tsx
MODIFIED:apps/web/src/pages/Home/HomePage/components/Featured/Block.tsx
MODIFIED:apps/web/src/pages/Home/HomePage/components/Hero/Hero.tsx
MODIFIED:apps/web/src/pages/PoolCandidates/ViewPoolCandidatePage/components/ApplicationStatusForm/ApplicationStatusForm.tsx
MODIFIED:apps/web/src/pages/Pools/BrowsePoolsPage/components/PoolCard/PoolCard.tsx
MODIFIED:packages/ui/src/components/Card/CardFlat/CardFlat.tsx
MODIFIED:packages/ui/src/components/Heading/Heading.tsx"
Vue3: Fix CSF2 support with decorators,"> Also, this snapshot test looks wrong:
>
> https://www.chromatic.com/test?appId=630513346a8e284ae244d415&id=63e68ea075d92124fe23bb78
>
> Looking at the play function, it seems like the story rendering in chromatic is inconsistent with the play function assertions
>
> https://github.com/storybookjs/storybook/blob/next/code/lib/store/template/stories/args.stories.ts#L65-L80

Yes should fail sorry i forgot to pass to reactiveArgs variable instead of context.args it should be fine now",https://github.com/storybookjs/storybook/pull/20995#issuecomment-1426807019,8,2,9,18,1,2023-02-07T19:11:43Z,2023-02-13T16:23:07Z,MERGED,4.0,37.0,56.0,"MODIFIED:code/lib/store/template/stories/args.stories.ts
MODIFIED:code/lib/store/template/stories/rendering.stories.ts
MODIFIED:code/renderers/vue3/src/decorateStory.ts
MODIFIED:code/renderers/vue3/src/render.ts"
Use CSS grid in `Section`,"Some suspicious stories:

https://www.chromatic.com/test?appId=63e251470cfbe61776b0ef19&id=63e27ee5d6b8c3995850db7c
https://www.chromatic.com/test?appId=63e251470cfbe61776b0ef19&id=63e27ee5d6b8c3995850db7f
https://www.chromatic.com/test?appId=63e251470cfbe61776b0ef19&id=63e27ee5d6b8c3995850dc28
https://www.chromatic.com/test?appId=63e251470cfbe61776b0ef19&id=63e27ee5d6b8c3995850dc29

",https://github.com/guardian/dotcom-rendering/pull/7128#issuecomment-1422355751,5,2,17,2,12,2023-02-03T18:01:55Z,2023-02-13T11:08:16Z,MERGED,35.0,622.0,496.0,"MODIFIED:dotcom-rendering/src/web/components/Card/Card.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/ContainerTitle.tsx
MODIFIED:dotcom-rendering/src/web/components/Discussion.tsx
MODIFIED:dotcom-rendering/src/web/components/DiscussionLayout.tsx
MODIFIED:dotcom-rendering/src/web/components/DynamicFast.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/DynamicPackage.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/DynamicSlow.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/DynamicSlowMPU.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedLargeSlowXIV.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedMediumFastXI.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedMediumFastXII.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedMediumSlowVI.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedMediumSlowVII.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedMediumSlowXIIMPU.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedSmallFastVIII.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedSmallSlowI.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedSmallSlowIII.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedSmallSlowIV.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedSmallSlowVMPU.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedSmallSlowVThird.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/MostViewedFooterLayout.tsx
MODIFIED:dotcom-rendering/src/web/components/NavList.tsx
MODIFIED:dotcom-rendering/src/web/components/Palettes.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/Section.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/Section.tsx
MODIFIED:dotcom-rendering/src/web/components/ShowHideButton.tsx
MODIFIED:dotcom-rendering/src/web/components/ShowHideContainers.importable.tsx
MODIFIED:dotcom-rendering/src/web/layouts/CommentLayout.tsx
MODIFIED:dotcom-rendering/src/web/layouts/FrontLayout.tsx
MODIFIED:dotcom-rendering/src/web/layouts/ImmersiveLayout.tsx
MODIFIED:dotcom-rendering/src/web/layouts/InteractiveLayout.tsx
MODIFIED:dotcom-rendering/src/web/layouts/LiveLayout.tsx
MODIFIED:dotcom-rendering/src/web/layouts/ShowcaseLayout.tsx
MODIFIED:dotcom-rendering/src/web/layouts/StandardLayout.tsx
DELETED:dotcom-rendering/src/web/lib/hiddenStyles.tsx"
Use CSS grid in `Section`,"> Some suspicious stories:
>
> [chromatic.com/test?appId=63e251470cfbe61776b0ef19&id=63e27ee5d6b8c3995850db7c](https://www.chromatic.com/test?appId=63e251470cfbe61776b0ef19&id=63e27ee5d6b8c3995850db7c) [chromatic.com/test?appId=63e251470cfbe61776b0ef19&id=63e27ee5d6b8c3995850db7f](https://www.chromatic.com/test?appId=63e251470cfbe61776b0ef19&id=63e27ee5d6b8c3995850db7f) [chromatic.com/test?appId=63e251470cfbe61776b0ef19&id=63e27ee5d6b8c3995850dc28](https://www.chromatic.com/test?appId=63e251470cfbe61776b0ef19&id=63e27ee5d6b8c3995850dc28) [chromatic.com/test?appId=63e251470cfbe61776b0ef19&id=63e27ee5d6b8c3995850dc29](https://www.chromatic.com/test?appId=63e251470cfbe61776b0ef19&id=63e27ee5d6b8c3995850dc29)


These were all originally wrong! The left column was wider than expected, because it was allowed to grow as part of the flex layout, as the title was too long to fit in the title. We would not want a long section title to break our grid, so the baseline is actually not as per our designs. See video below:


https://user-images.githubusercontent.com/76776/217505603-a9312697-d5fc-4208-bb5d-63e8a4377cfc.mov
",https://github.com/guardian/dotcom-rendering/pull/7128#issuecomment-1422375286,6,2,17,2,11,2023-02-03T18:01:55Z,2023-02-13T11:08:16Z,MERGED,35.0,622.0,496.0,"MODIFIED:dotcom-rendering/src/web/components/Card/Card.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/ContainerTitle.tsx
MODIFIED:dotcom-rendering/src/web/components/Discussion.tsx
MODIFIED:dotcom-rendering/src/web/components/DiscussionLayout.tsx
MODIFIED:dotcom-rendering/src/web/components/DynamicFast.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/DynamicPackage.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/DynamicSlow.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/DynamicSlowMPU.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedLargeSlowXIV.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedMediumFastXI.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedMediumFastXII.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedMediumSlowVI.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedMediumSlowVII.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedMediumSlowXIIMPU.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedSmallFastVIII.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedSmallSlowI.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedSmallSlowIII.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedSmallSlowIV.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedSmallSlowVMPU.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/FixedSmallSlowVThird.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/MostViewedFooterLayout.tsx
MODIFIED:dotcom-rendering/src/web/components/NavList.tsx
MODIFIED:dotcom-rendering/src/web/components/Palettes.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/Section.stories.tsx
MODIFIED:dotcom-rendering/src/web/components/Section.tsx
MODIFIED:dotcom-rendering/src/web/components/ShowHideButton.tsx
MODIFIED:dotcom-rendering/src/web/components/ShowHideContainers.importable.tsx
MODIFIED:dotcom-rendering/src/web/layouts/CommentLayout.tsx
MODIFIED:dotcom-rendering/src/web/layouts/FrontLayout.tsx
MODIFIED:dotcom-rendering/src/web/layouts/ImmersiveLayout.tsx
MODIFIED:dotcom-rendering/src/web/layouts/InteractiveLayout.tsx
MODIFIED:dotcom-rendering/src/web/layouts/LiveLayout.tsx
MODIFIED:dotcom-rendering/src/web/layouts/ShowcaseLayout.tsx
MODIFIED:dotcom-rendering/src/web/layouts/StandardLayout.tsx
DELETED:dotcom-rendering/src/web/lib/hiddenStyles.tsx"
